17,BOLG,,BOLG,1 PQT. BOLSA PARA BASURA 90*120,,1,58,0,0,25,25,25,,,,0,,38,88.57,0,1.99,38,45.14,2,5.99,37.36,25.14,6,11.99,36.9,19.42,12,24.99,33,0,25,10000,33,0,0,0,38,0,0,0,33,0,0,0,33,0,0,0,32.5,45.14,0,0,,BOL,PLASTICOS,BOLSA,,IVA,False,False,False,25
18,BOLGP,,BOLGP,BOLSA PARA BASURA GRANDE PIEZA,,45,,0,0,3.2,1.94,0,,,,0,,6,209.27,0,1.99,6,139.17,2,5.99,6,106.18,6,11.99,6,39.17,12,100000,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,139.17,0,0,,BOL,PLASTICOS,BOLSA,,IVA,True,False,False,8
19,BOLM,,BOLM,1 PQT. BOLSA PARA BASURA 60*90,,0,57,0,0,25,25,25,,,,0,,38,88.57,0,1.99,38,45.14,2,5.99,37.36,25.14,6,11.99,36.9,19.42,12,24.99,33,0,25,10000,33,0,0,0,38,0,0,0,33,0,0,0,33,0,0,0,32.5,45.14,0,0,,BOL,PLASTICOS,BOLSA,,IVA,False,False,False,25
20,BOLMP,,BOLMP,BOLSA MEDIANA BASURA  PIEZA,,0,,0,0,1.8,0.98,0,,,,0,,5,410.2,0,1.99,5,255.1,2,5.99,5,206.12,6,11.99,5,37.75,12,100000,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,255.1,0,0,,BOL,PLASTICOS,BOLSA,,IVA,True,False,False,18
21,BOMDES,,BOMDES,BOMBA DESTAPACANOS,,20,91,0,301,11.32,11.32,11.32,,,,0,,30,160.27,0,1.99,25,57.53,2,5.99,22.62,35.75,6,11.99,21.1,31.5,12,100000,19.68,0,0,0,19.68,0,0,0,25,0,0,0,19.68,0,0,0,19.68,0,0,0,18.98,17.98,0,0,,LIBER,PLASTICOS,BOMBAS,,IVA,False,False,False,30
880,BOMDESREY,,BOMDESREY,BOMBA DESTAPACA�����,,0,,0,0,0,0,0,,,,0,,0,100,0,0,0,99,0,0,0,98,0,0,0,97,0,0,0,96,0,0,0,95,0,0,0,94,0,0,0,93,0,0,0,92,0,0,0,91,0,0,,,,,,,False,False,False,
22,BOMMIN,,BOMMIN,BOMBA MINI DESTAPACANOS,,45,91,0,185,6.89,6.89,6.89,,,,0,,20,157.57,0,1.99,17.5,131.96,2,5.99,16.27,100,6,11.99,15.68,20,12,100000,15.11,0,0,0,15.11,0,0,0,17.5,0,0,0,15.11,0,0,0,15.11,0,0,0,13.91,131.96,0,0,,LIBER,PLASTICOS,BOMBAS,,IVA,False,False,False,40
375,BOTBAL,,BOTBAL,BOTE BALANCIN,,0,96,0,490,84.88,42,83.8341,,,,0,,120,100,0,1.99,120,99,2,5.99,120,98,6,5.99,120,97,6,100000,120,96,0,0,120,95,0,0,120,89,0,0,120,89,0,0,120,89,0,0,98,99,0,0,,LIBER,PLASTICOS,CUBETAS,,IVA,False,False,False,12
777,BOTBALNGCH,,7.50303E+12,BOTE BALANCIN NEGRO CHICO,,0,96,0,0,46.46,0,0,,,,0,,120,100,0,0,120,99,0,0,120,98,0,0,120,97,0,0,120,96,0,0,120,95,0,0,120,94,0,0,120,93,0,0,120,92,0,0,120,91,0,0,,MN,PLASTICOS,PLASTICOS,,IVA,False,False,False,1
778,BOTBALNGMD,,7.50303E+12,BOTE BALANCIN NEGRO MEDIANO,,0,96,0,0,79.77,0,0,,,,0,,140,100,0,0,140,99,0,0,140,98,0,0,140,97,0,0,140,96,0,0,140,95,0,0,140,94,0,0,140,93,0,0,140,92,0,0,140,91,0,0,,MN,PLASTICOS,PLASTICOS,,IVA,False,False,False,1
